index,results,average time (3)
0,156,5294481
1,70,3099123
2,17,2838213
3,229,3159840
4,18,3184318
5,40,3449678
6,28,2846717
7,64,2961555
8,20,3001927
9,148,3344773
10,486,3399689
11,260,2987622
12,113,3136714
13,140,3311792
14,28,2862691
15,58,2798795
16,40,3233988
17,3652,7089773
18,21,2926746
19,46,2968628
20,41,3038406
21,31,3181854
22,104,3461996
23,250,3558635
24,66,3544489
25,27,3435452
26,168,3593365
27,38,3440618
28,307,3713766
29,189,3336429
30,112,3358761
31,59,2919594
32,28,3230014
33,50,3431478
34,75,3849108
35,22,3376483
36,82,3323474
37,27,3160078
38,194,3228743
39,134,3579775
40,130,3505150
41,222,3367185
42,79,3238995
43,144,3632465
44,33,3176530
45,660,3965854
46,82,3373145
47,108,3472407
48,258,3521124
