index,results,average time (3)
0,156,4462718
1,70,3138223
2,17,2612828
3,229,3659963
4,18,3259579
5,40,3083149
6,28,3189245
7,64,3068367
8,20,2940495
9,148,3433783
10,486,3169933
11,260,2853552
12,113,2706845
13,140,3179152
14,28,2654552
15,58,2556800
16,40,3004073
17,3652,4016558
18,21,2920865
19,46,3325780
20,41,2875407
21,31,3364642
22,104,3253380
23,250,2862532
24,66,3769953
25,27,3196477
26,168,3102381
27,38,3098408
28,307,3424723
29,189,2938747
30,112,3022352
31,59,2847830
32,28,2859671
33,50,3259499
34,75,2960602
35,22,3023782
36,82,3258704
37,27,3098249
38,194,3152926
39,134,3035862
40,130,3235657
41,222,3218570
42,79,2975225
43,144,3339926
44,33,3570397
45,660,3077427
46,82,3642558
47,108,2928256
48,258,3177165
