index,results,average time (3)
0,0,33526897
1,0,84217230
2,0,4459539
3,0,34302790
4,0,15839656
5,0,12253284
6,6,19105990
7,0,3440379
8,0,13530571
9,0,23774702
10,0,4208802
11,0,8649269
12,0,4415988
13,0,4281600
14,0,19072611
15,0,30858277
16,0,7374286
17,179,73490857
18,1,6957689
19,0,5168040
20,0,3121455
21,0,17405191
22,0,10785420
23,469,26611089
24,0,7429837
25,0,3185430
26,0,8540470
27,0,3843625
28,0,19887367
29,0,80660342
30,0,4137754
31,10000,51715214
32,0,4362265
33,0,20588477
34,0,10457197
35,0,4273493
36,0,7350841
37,0,16737381
38,0,12200037
39,0,14230886
40,0,8875766
41,0,5461930
42,0,16523360
43,0,6138324
44,0,54846683
45,698,211616436
46,0,4603147
47,10000,98635037
48,0,19996801
49,0,3779013
