index,results,average time (3)
0,21,31543015
1,123,17196734
2,7,11164744
3,3,24815082
4,4,156409024
5,32,19430398
6,1085270,817597548
7,1012934,2524899084
8,1135,10943094
9,2163,14680146
10,16080,278392632
11,56989,90449094
12,11471,47258615
13,1,251921494
14,276,14191945
15,74624,124160686
16,15,49666324
17,3,95633188
18,164,21486202
19,917,8955001
20,64,24000008
21,15893,57749112
22,1,39957046
23,20,49765904
24,6,19468386
25,1353,8556603
26,2,35060882
27,32,18181562
28,153,23031711
29,2,124528566
30,4087,35855928
31,2,15464464
32,18,16615152
33,83,11289596
34,13,24721383
35,1,277843315
36,1,10437647
37,47,17934004
38,2,11482556
39,471700,524338562
40,153,13641595
41,3802,319336652
42,108,10226487
43,2179,11764764
44,20,46323617
45,0,33365646
46,20701,69046655
47,0,3432591
48,13824,111994901
49,24,62715212
