index,results,average time (3)
0,21,26125430
1,123,12760082
2,7,9605883
3,3,20484049
4,4,118564446
5,32,14778613
6,10000,559700647
7,10000,2149156172
8,1135,9221871
9,2163,12950579
10,10000,215354203
11,10000,64181327
12,10000,35739818
13,1,216818252
14,276,10970989
15,10000,92009146
16,15,37937481
17,3,81995963
18,164,16493638
19,917,7248798
20,64,19128083
21,10000,57882308
22,1,31177758
23,20,41793504
24,6,14757712
25,1353,6971597
26,2,29497781
27,32,13639926
28,153,18448908
29,2,94924052
30,4087,25891700
31,2,13520876
32,18,13350406
33,83,9546756
34,13,18757025
35,1,223255157
36,1,7965405
37,47,13569195
38,2,8269229
39,10000,367831706
40,153,9977022
41,3802,310226758
42,108,7602611
43,2179,8886495
44,20,33524274
45,0,23523409
46,10000,45503377
47,0,2534945
48,10000,79155524
49,24,45373121
