index,results,average time (3)
0,69,27182340
1,2,112721522
2,39,316429773
3,2736,289175271
4,1,16171931
5,2,34292697
6,32,145956197
7,3,65510988
8,62,53685108
9,0,3295262
10,5393,46669959
11,11,242591301
12,3,16203403
13,0,32580852
14,2,112751324
15,0,3447373
16,1,144847154
17,1,138195196
18,324,9464661
19,318,319488842
20,1,107158740
21,6,27634540
22,371,13567765
23,2,18265406
24,1725,266713618
25,2812,28539736
26,433,18893638
27,43239,419125636
28,0,237731217
29,2,24612426
30,655,15703439
31,1,24407704
32,661,27603943
33,1,5612055
34,6,147639671
35,8,9202400
36,129,53567488
37,2042,16207853
38,2,6540139
39,2,39202451
40,0,80502032
41,354,14543930
42,15,13241529
43,1,160939852
44,258,122568289
45,12,71446339
46,0,82733312
47,39,56407610
48,1600,33684809
49,121,149744351
