index,results,average time (3)
0,69,6784438
1,2,15926360
2,39,15487670
3,2736,12128193
4,1,4663625
5,2,3684043
6,32,9329795
7,3,4583835
8,62,32387653
9,0,3146250
10,5393,14166275
11,11,12511968
12,3,5341211
13,0,3743091
14,2,2981503
15,0,2979278
16,1,5953709
17,1,14623164
18,324,3985404
19,318,21641174
20,1,53932348
21,6,4252035
22,371,6581782
23,2,5695898
24,1725,23333390
25,2812,33109267
26,433,4484255
27,10000,66644032
28,0,15490054
29,2,5319594
30,655,9570121
31,1,5015293
32,661,14157215
33,1,2760966
34,6,37396668
35,8,3351211
36,129,6188472
37,2042,4071155
38,2,3291288
39,2,5791107
40,0,14009793
41,354,8905092
42,15,4105408
43,1,44976472
44,258,7656494
45,12,12854575
46,0,7981220
47,39,9340683
48,1600,3698586
49,121,11811732
