index,results,average time (3)
0,69,21245638
1,2,79425811
2,39,212965488
3,2736,215737501
4,1,12545029
5,2,23388226
6,32,105047384
7,3,44240792
8,62,38578033
9,0,3095626
10,5393,32854318
11,11,186113595
12,3,12601057
13,0,31927187
14,2,118754545
15,0,3302255
16,1,139489093
17,1,107955852
18,324,12305497
19,318,378365357
20,1,146625597
21,6,32446304
22,371,20086367
23,2,22308031
24,1725,387453953
25,2812,33330599
26,433,29530524
27,43239,500399032
28,0,240157842
29,2,24279196
30,655,13851483
31,1,25689998
32,661,25898058
33,1,6032943
34,6,156075159
35,8,9459018
36,129,52880445
37,2042,15781799
38,2,6765126
39,2,35483439
40,0,87360461
41,354,14414548
42,15,13250748
43,1,158165931
44,258,116707404
45,12,52912473
46,0,59934695
47,39,42708635
48,1600,24296601
49,121,111095507
