index,results,average time (3)
0,69,19972165
1,2,97048202
2,39,224076588
3,2736,221286932
4,1,12893040
5,2,25061607
6,32,104027747
7,3,45625130
8,62,43047348
9,0,2588669
10,5393,32881180
11,11,183457295
12,3,13086159
13,0,22041797
14,2,79440672
15,0,2788463
16,1,99952856
17,1,87592522
18,324,8496363
19,318,365212360
20,1,109415371
21,6,27060349
22,371,14130274
23,2,18948077
24,1725,290036757
25,2812,26214122
26,433,20768721
27,10000,436020533
28,0,247939586
29,2,25845209
30,655,13887961
31,1,24423758
32,661,29268264
33,1,5829175
34,6,155234416
35,8,9522675
36,129,53496201
37,2042,16539811
38,2,7526953
39,2,36809603
40,0,84558884
41,354,14563798
42,15,12005488
43,1,162043491
44,258,122885544
45,12,57037273
46,0,70341507
47,39,50215323
48,1600,24603366
49,121,122122684
