index,results,average time (3)
0,6,9338537
1,4,4413286
2,19,4214048
3,4,4525661
4,1056,21814346
5,163,35026708
6,8,5254268
7,1,6896733
8,1,3246943
9,127,7361332
10,2,6221929
11,3,3922462
12,81,7377386
13,2,17647583
14,0,2344210
15,0,6377378
16,2,7927179
17,1,5665779
18,1,4163185
19,888,21389960
20,2,9566465
21,0,7053692
22,0,2177794
23,2,6746768
24,2,13451258
25,74,5716164
26,2,3002881
27,0,2157846
28,4,3656864
29,126,12091954
30,1,5605141
31,4,6480454
32,2,5081255
33,244,4634697
34,1,2812067
35,3,6916284
36,2,7349252
37,1,6373722
38,1,3056764
39,103,62450011
40,16,6242593
41,3,16472180
42,1,5156675
43,31,4874547
44,7,7702588
45,84,13736327
46,5,9118953
47,38,4987557
48,0,7042407
49,27,7556517
