index,results,average time (3)
0,6,53297042
1,4,9601036
2,19,8062918
3,4,9214082
4,1056,189796765
5,163,246879497
6,8,22483507
7,1,20363807
8,1,7981697
9,127,60876448
10,2,22921164
11,3,32773415
12,81,48095225
13,2,98765770
14,0,2375284
15,0,39887904
16,2,19498189
17,1,27245441
18,1,14290888
19,888,129115263
20,2,61622142
21,0,23848612
22,0,2490520
23,2,44843037
24,2,28707821
25,74,23541291
26,2,15740553
27,0,2946614
28,4,17826397
29,126,14792044
30,1,11788844
31,4,40859937
32,2,12364148
33,244,11873404
34,1,13731479
35,3,38288036
36,2,22664864
37,1,37703672
38,1,15867074
39,103,255991617
40,16,33570845
41,3,48534075
42,1,14018932
43,31,25953610
44,7,63178538
45,84,22096713
46,5,20383596
47,38,41483083
48,0,19285281
49,27,9574174
