index,results,average time (3)
0,6,54834762
1,4,11470158
2,19,8861541
3,4,11218785
4,1056,227019627
5,163,274343013
6,8,21583636
7,1,20586410
8,1,8241335
9,127,59277375
10,2,23532151
11,3,30331214
12,81,12293815
13,2,112186828
14,0,3083467
15,0,33802826
16,2,17161686
17,1,28813361
18,1,13131141
19,888,137288649
20,2,57649294
21,0,21664539
22,0,3154913
23,2,42835632
24,2,28738180
25,74,23911793
26,2,12587864
27,0,2592325
28,4,16101598
29,126,14221985
30,1,11418819
31,4,36313771
32,2,12699126
33,244,11772234
34,1,12193997
35,3,36245504
36,2,29915888
37,1,33024072
38,1,13702630
39,103,264729101
40,16,36209821
41,3,55541991
42,1,15896796
43,31,31102021
44,7,68670351
45,84,25438785
46,5,22792259
47,38,49840291
48,0,24699926
49,27,10942458
