index,results,average time (3)
0,131,225611766
1,394,34486849
2,2,8591174
3,2,28775214
4,6261,37601788
5,5,11468092
6,15729,56156555
7,103,6352344
8,25,9697357
9,396,9614546
10,840,19617000
11,1049,27008851
12,74,11932213
13,32,9643633
14,355,18165747
15,0,8169094
16,1385,13375202
17,0,34573793
18,3,64861774
19,2,10471661
20,1066,14921823
21,2,9544531
22,2,21373430
23,0,37532806
24,231311,391616661
25,4,7240851
26,2185,27831871
27,34,9187380
28,438070,380575656
29,1257,29782056
30,4,10564565
31,75,14043410
32,18,106694618
33,0,91948032
34,275,12210607
35,1,8783022
36,370,30224561
37,21741,23289918
38,0,21324236
39,2,19288221
40,642,18084207
41,367,13273715
42,520,222951491
43,556,9694099
44,0,16519943
45,3154,17577727
46,212,24651209
47,4431,50766309
48,75,7618744
49,10363,19976377
