index,results,average time (3)
0,131,159939368
1,394,27504840
2,2,6728807
3,2,21843989
4,6261,26909112
5,5,8661905
6,15729,39996067
7,103,4766066
8,25,7323662
9,396,7301012
10,840,14242410
11,1049,24071216
12,74,8980353
13,32,7697661
14,355,13997872
15,0,6371418
16,1385,10018745
17,0,25538603
18,3,47209898
19,2,7964531
20,1066,10637441
21,2,7382631
22,2,15756129
23,0,27177015
24,231311,280269622
25,4,6143807
26,2185,20339886
27,34,7081110
28,438070,268158355
29,1257,21836757
30,4,8273124
31,75,10367313
32,18,77486037
33,0,66966692
34,275,9380101
35,1,6684541
36,370,21879990
37,21741,16648371
38,0,16117731
39,2,14282861
40,642,13574758
41,367,9877124
42,520,220033724
43,556,8733510
44,0,16391277
45,3154,17643928
46,212,25810479
47,4431,51867563
48,75,8733749
49,10363,20739475
