index,results,average time (3)
0,0,14538287
1,0,6084282
2,0,5684534
3,51,21570841
4,0,9031533
5,105,7886727
6,0,19924957
7,0,12976805
8,0,16514459
9,1125757,429166555
10,0,10438600
11,0,8253494
12,0,6588458
13,0,7037070353
14,0,8512893
15,11,178021112
16,6,33051013
17,6272,84682861
18,0,12351274
19,0,1526571750
20,0,79329808
21,0,175469795
22,1179,40820041
23,0,37425438
24,0,86369196
25,0,13831933
26,0,54775396
27,0,16413926
28,0,18751064
29,0,48650502
30,0,17862876
31,0,13609965
32,0,23900111
33,0,23119369
34,0,20897387
35,0,94058672
36,0,67272106
37,15,16812324
38,0,35818179
39,0,105922142
40,0,20686626
41,519597395,200619337955
42,0,43242136
43,0,13923008
44,183,12626885
45,751804,2020886182
46,0,6628910
47,879,80309629
48,0,18658637
49,0,7876157
