index,results,average time (3)
0,0,14220078
1,0,6060600
2,0,5279063
3,51,20698070
4,0,9213288
5,105,7950384
6,0,20480394
7,0,10905027
8,0,14850854
9,10000,506842772
10,0,10403473
11,0,8263905
12,0,6558100
13,0,6970704793
14,0,7874011
15,11,126528262
16,6,23656844
17,6272,60231288
18,0,9121576
19,0,1066944837
20,0,53749799
21,0,118841091
22,1179,28383890
23,0,29597758
24,0,71159362
25,0,10575850
26,0,61827579
27,0,10907729
28,0,16535122
29,0,48154512
30,0,17377614
31,0,10998010
32,0,20811319
33,0,21943012
34,0,24210849
35,0,94762006
36,0,68420330
37,15,16380071
38,0,34886280
39,0,111507812
40,0,20126978
41,10000,227899819850
42,0,43614784
43,0,13358910
44,183,12413342
45,10000,2045100768
46,0,5976438
47,879,77686070
48,0,20032087
49,0,7597366
