index,results,average time (3)
0,4,4471460
1,4628,3840843
2,2695,5075772
3,7667,8544921
4,334,6129661
5,45,2998351
6,1,2328872
7,2,3083387
8,1,6331364
9,615,2671003
10,33,7721821
11,32,6763855
12,2,4150787
13,0,3352244
14,4,3215709
15,2,11754353
16,32,4956880
17,0,7607141
18,0,4158099
19,3700,5216121
20,1,3958304
21,35,4138072
22,619,7688760
23,84,7309833
24,1136,26885270
25,9,3388245
26,1,22778033
27,4,4496812
28,0,2461909
29,24,4335880
30,2,8470534
31,411,9266455
32,4,5906104
33,577,10119835
34,330,2798398
35,0,2226908
36,5,18747249
37,6,2676168
38,0,2074638
39,10000,965080578
40,589,13580242
41,1,6825764
42,10000,103131611
43,0,2765496
44,2,3595033
45,464,5822737
46,6,3979921
47,20,3602822
48,10000,44041315
49,59,5970716
