index,results,average time (3)
0,4,14582395
1,4628,9022155
2,2695,17604747
3,7667,61289230
4,334,15188693
5,45,9501297
6,1,10993003
7,2,8759418
8,1,16447146
9,615,11348406
10,33,10436057
11,32,19409497
12,2,7429519
13,0,23016531
14,4,6982803
15,2,30097166
16,32,44646818
17,0,20140329
18,0,8650699
19,3700,12233972
20,1,7948000
21,35,126519838
22,619,14461040
23,84,30201593
24,1136,79415082
25,9,14494259
26,1,73571204
27,4,10125477
28,0,10634978
29,24,6418307
30,2,21113554
31,411,17197370
32,4,12048085
33,577,26842276
34,330,6040572
35,0,2477566
36,5,74028411
37,6,7470845
38,0,2319653
39,10000,1119774023
40,589,21004199
41,1,22020419
42,10000,186992724
43,0,6217241
44,2,6873448
45,464,9676376
46,6,6259758
47,20,47245184
48,10000,160432894
49,59,8313178
