index,results,average time (3)
0,4,19033829
1,4628,12950419
2,2695,25222937
3,7667,84821939
4,334,20892699
5,45,11271078
6,1,15771706
7,2,13339201
8,1,21552164
9,615,16664186
10,33,12556234
11,32,26084025
12,2,9220440
13,0,32306114
14,4,9324232
15,2,42482614
16,32,34075975
17,0,29153903
18,0,12232303
19,3700,17348686
20,1,10918378
21,35,154655694
22,619,15119552
23,84,29326120
24,1136,75017134
25,9,15060981
26,1,70347705
27,4,10313748
28,0,10607480
29,24,6406863
30,2,21048465
31,411,16842205
32,4,11925776
33,577,26440699
34,330,6520747
35,0,2285877
36,5,72740872
37,6,7547696
38,0,2927541
39,2397113,1044420480
40,589,20855506
41,1,20575443
42,248985,158858616
43,0,6565331
44,2,7145007
45,464,9020725
46,6,6915250
47,20,46538670
48,102541,155239820
49,59,8839606
